iter	RMSEWithUncertainty
0	1.608714269
1	1.509322919
2	1.434491915
3	1.375926105
4	1.329841475
5	1.278875295
6	1.201125289
7	1.16210212
8	1.103033588
9	1.057684429
10	1.006605569
11	0.9655412536
12	0.8968419406
13	0.8587705571
14	0.8209840002
15	0.7729148827
16	0.6813554393
17	0.620851732
18	0.5767062849
19	0.496192638
20	0.446409716
21	0.4036677031
22	0.3251840989
23	0.2882706763
24	0.2287332987
25	0.1819340547
26	0.1426150762
27	0.07361572654
28	-0.01814536252
29	-0.06436043447
30	-0.1105664536
31	-0.1574174019
32	-0.2471776532
33	-0.2935781762
34	-0.3681225601
35	-0.4903950116
36	-0.5323274332
37	-0.5731513333
38	-0.6019074154
39	-0.6553372629
40	-0.6969078642
41	-0.7604239656
42	-0.8192941639
43	-0.8774604518
44	-0.9877829966
45	-1.026573668
46	-1.074249376
47	-1.114179495
48	-1.177996812
49	-1.220223039
50	-1.272049267
51	-1.309376199
52	-1.347065672
53	-1.380529412
54	-1.419488912
55	-1.448246958
56	-1.476703539
57	-1.514865331
58	-1.534826113
59	-1.58029521
60	-1.620891846
61	-1.658853898
62	-1.694802197
63	-1.720386089
64	-1.774491244
65	-1.80899147
66	-1.843758196
67	-1.887933404
68	-1.91935067
69	-1.943435813
70	-1.976691504
71	-2.001601726
72	-2.034781102
73	-2.065097345
74	-2.096704116
75	-2.128637408
76	-2.173267882
77	-2.201629969
78	-2.238574794
79	-2.268407351
80	-2.287019576
81	-2.311202381
82	-2.338027321
83	-2.365128153
84	-2.39188514
85	-2.416059382
86	-2.429932379
87	-2.457094217
88	-2.475552151
89	-2.498463043
90	-2.521642074
91	-2.549787837
92	-2.579904533
93	-2.607845613
94	-2.639691518
95	-2.666776272
96	-2.696426515
97	-2.729276208
98	-2.756628283
99	-2.777090613
100	-2.812632325
101	-2.848222423
102	-2.868219863
103	-2.886444486
104	-2.900644066
105	-2.907554983
106	-2.930982203
107	-2.957496447
108	-2.995303497
109	-3.023967482
110	-3.044519322
111	-3.071818175
112	-3.107006021
113	-3.128552715
114	-3.151054533
115	-3.152231755
116	-3.180420452
117	-3.207959392
118	-3.221039191
119	-3.240775221
120	-3.268164976
121	-3.290949137
122	-3.31705554
123	-3.344705261
124	-3.372265911
125	-3.399352127
126	-3.423968919
127	-3.460977238
128	-3.49184737
129	-3.519512346
130	-3.544517871
131	-3.559837191
132	-3.587657388
133	-3.614967039
134	-3.64275144
135	-3.668457941
136	-3.68155368
137	-3.70900267
138	-3.747147424
139	-3.776234581
140	-3.80445156
141	-3.836666327
142	-3.870598871
143	-3.900983897
144	-3.928577565
145	-3.956360432
146	-3.976955132
147	-4.004016836
148	-4.031173668
149	-4.051132588
150	-4.087065978
151	-4.109843705
152	-4.119178797
153	-4.139456291
154	-4.135378066
155	-4.165744534
156	-4.195009717
157	-4.224116172
158	-4.261901595
159	-4.288330774
160	-4.317791818
161	-4.340678493
162	-4.363657036
163	-4.39414032
164	-4.423623209
165	-4.462026411
166	-4.478576542
167	-4.508357705
168	-4.534274739
169	-4.564747958
170	-4.581691033
171	-4.605114859
172	-4.630419426
173	-4.663317781
174	-4.69554126
175	-4.714980488
176	-4.725476547
177	-4.754645621
178	-4.786881796
179	-4.809465355
180	-4.842201525
181	-4.880390049
182	-4.918228201
183	-4.945820418
184	-4.965502766
185	-4.995008653
186	-5.012193977
187	-5.039736975
188	-5.042664228
189	-5.07063173
190	-5.098073887
191	-4.935532868
192	-4.994239309
193	-5.043190691
194	-5.08542139
195	-5.122998878
196	-5.15733333
197	-5.189391079
198	-5.209557978
199	-5.230520124
200	-5.25305704
201	-5.281941421
202	-5.308805801
203	-5.331526685
204	-5.357203185
205	-5.372346974
206	-5.391554531
207	-5.422433439
208	-5.44542512
209	-5.469191891
210	-5.483460959
211	-5.501770624
212	-5.524798264
213	-5.548702955
214	-5.576230614
215	-5.596857612
216	-5.601378417
217	-5.627662822
218	-5.589951896
219	-5.625251634
220	-5.657865404
221	-5.688575272
222	-5.717927137
223	-5.745087435
224	-5.73197025
225	-5.767561778
226	-5.800441006
227	-5.831413138
228	-5.861036235
229	-5.883779552
230	-5.91307436
231	-5.946483107
232	-5.969786355
233	-5.993977481
234	-6.017628443
235	-6.048825208
236	-6.069245818
237	-6.095341487
238	-6.122832569
239	-6.149941079
240	-6.162796125
241	-6.184679983
242	-6.204382714
243	-6.230960412
244	-6.248581625
245	-6.268484971
246	-6.276845529
247	-6.314929425
248	-6.343228096
249	-6.370975922
250	-6.41127277
251	-6.436021471
252	-6.459397795
253	-6.473225916
254	-6.500911641
255	-6.498755488
256	-6.532824823
257	-6.559541571
258	-6.589410499
259	-6.618598659
260	-6.6457608
261	-6.659425665
262	-6.678140517
263	-6.688285926
264	-6.720779632
265	-6.75146216
266	-6.77654787
267	-6.787641598
268	-6.830470144
269	-6.845472349
270	-6.875364665
271	-6.90430032
272	-6.932524344
273	-6.957973631
274	-6.98978271
275	-7.023291586
276	-7.046487226
277	-7.07947961
278	-7.110808615
279	-7.145502958
280	-7.159420204
281	-7.171948789
282	-7.201307603
283	-7.230056578
284	-7.256134386
285	-7.284769562
286	-7.308149755
287	-7.34487294
288	-7.370743428
289	-7.399077629
290	-7.251036961
291	-7.315170598
292	-7.367822139
293	-7.412624925
294	-7.447237014
295	-7.48307504
296	-7.516332333
297	-7.547792543
298	-7.577994209
299	-7.607311234
300	-7.66078638
301	-7.661486427
302	-7.694157708
303	-7.721915276
304	-7.744194636
305	-7.755900182
306	-7.785044838
307	-7.818882764
308	-7.839323855
309	-7.781981752
310	-7.82004559
311	-7.854909428
312	-7.883487038
313	-7.910197393
314	-7.940212269
315	-7.9693104
316	-7.988898889
317	-8.017101488
318	-8.025499293
319	-8.050658266
320	-8.030171225
321	-8.06183697
322	-8.091944275
323	-8.123791343
324	-8.152313581
325	-8.148009249
326	-8.175612294
327	-8.199219133
328	-8.225083817
329	-8.242605968
330	-8.268576308
331	-8.296807099
332	-8.292406222
333	-8.324091866
334	-8.361685668
335	-8.388927718
336	-8.409135796
337	-8.431395616
338	-8.467594252
339	-8.493747934
340	-8.534410531
341	-8.557121244
342	-8.545545779
343	-8.576455059
344	-8.605890531
345	-8.595285023
346	-8.621680291
347	-8.644604845
348	-8.674257243
349	-8.708576864
350	-8.728760611
351	-8.751081688
352	-8.769516531
353	-8.792374547
354	-8.811593171
355	-8.844808641
356	-8.860760149
357	-8.888128526
358	-8.901850442
359	-8.925608683
360	-8.939133115
361	-8.958009429
362	-8.973908819
363	-9.011945612
364	-9.041712636
365	-9.062654147
366	-9.074728062
367	-9.098036239
368	-9.109804269
369	-9.135143993
370	-9.171499576
371	-9.203081844
372	-9.230638518
373	-9.266257622
374	-9.285657784
375	-9.31337529
376	-9.331088078
377	-9.337818925
378	-9.363140584
379	-9.384225198
380	-9.385252289
381	-9.412428677
382	-9.436257731
383	-9.46284107
384	-9.466191305
385	-9.494992919
386	-9.515646313
387	-9.522705533
388	-9.547811539
389	-9.57360538
390	-9.596618639
391	-9.62286193
392	-9.640488775
393	-9.664222688
394	-9.642243563
395	-9.678756998
396	-9.712386146
397	-9.743981193
398	-9.774131824
399	-9.803251598
400	-9.831634242
401	-9.873471822
402	-9.908814189
403	-9.93505645
404	-9.957408848
405	-9.990443296
406	-9.993981387
407	-9.97927768
408	-10.01015656
409	-10.03739146
410	-10.06081287
411	-10.07787217
412	-10.10527272
413	-10.0335971
414	-10.07621282
415	-10.11600889
416	-10.14650211
417	-10.18005675
418	-10.20178433
419	-9.323185497
420	-9.61414548
421	-9.822757987
422	-9.971441346
423	-10.07857963
424	-10.16219422
425	-10.22711268
426	-10.28229733
427	-10.32883783
428	-10.36900998
429	-10.40561803
430	-10.43699141
431	-10.46902706
432	-10.49971629
433	-10.53724789
434	-10.55869016
435	-10.56793677
436	-10.60508677
437	-10.64393891
438	-10.67084807
439	-10.69931381
440	-10.69943502
441	-10.73096358
442	-10.77516283
443	-10.7981435
444	-10.82004663
445	-10.84894433
446	-10.76136198
447	-10.75913156
448	-10.77908421
449	-10.80320407
450	-10.8200629
451	-10.86085941
452	-10.90202531
453	-10.94457907
454	-10.98110345
455	-11.00904956
456	-11.0386951
457	-11.02488474
458	-11.05825549
459	-11.08961964
460	-11.11955746
461	-11.14847677
462	-11.17610761
463	-11.21727705
464	-11.22800689
465	-11.25575326
466	-11.27017186
467	-11.29893129
468	-11.32654897
469	-11.33439133
470	-11.36250222
471	-11.39198843
472	-10.91742953
473	-11.014292
474	-11.11977521
475	-11.20371452
476	-11.26992249
477	-11.32343729
478	-11.37267843
479	-11.41529559
480	-11.45330812
481	-11.48809447
482	-11.52060185
483	-11.5502199
484	-11.54444361
485	-11.5351347
486	-11.56794045
487	-11.59909208
488	-11.62576279
489	-11.64751747
490	-11.69484601
491	-11.7144937
492	-11.74733292
493	-11.78432948
494	-11.82337982
495	-11.84554723
496	-11.87730723
497	-11.92718517
498	-11.94912546
499	-11.97928861
500	-12.00774358
501	-12.03471838
502	-12.05174975
503	-12.08212613
504	-12.11344535
505	-12.14101609
506	-12.14561139
507	-12.14196683
508	-12.17183071
509	-12.19735384
510	-12.212984
511	-12.23430376
512	-12.26019323
513	-12.28213896
514	-12.30729901
515	-12.33207246
516	-12.35925564
517	-12.37711547
518	-12.37484557
519	-12.40427641
520	-12.41735041
521	-12.44611159
522	-12.44771496
523	-12.47256845
524	-12.50301319
525	-12.53032679
526	-12.54084356
527	-12.5732526
528	-12.52973261
529	-12.56864114
530	-12.60405468
531	-12.63703023
532	-12.66829331
533	-12.69719171
534	-12.51238492
535	-12.58917829
536	-12.65055461
537	-12.70140269
538	-12.74506481
539	-12.78381368
540	-12.81918986
541	-12.85223806
542	-12.87804256
543	-12.91382334
544	-12.9228841
545	-12.9072939
546	-12.92002939
547	-12.96612468
548	-12.99818807
549	-12.94503813
550	-12.98429062
551	-13.02011034
552	-13.05047879
553	-13.08337476
554	-13.114632
555	-13.13759219
556	-13.16765646
557	-13.16454323
558	-13.18654598
559	-13.21678548
560	-13.24246089
561	-13.27107221
562	-13.28563281
563	-13.3051194
564	-13.32515666
565	-13.35683512
566	-13.38342425
567	-13.40035637
568	-13.42822148
569	-13.45810282
570	-13.48697837
571	-13.50384335
572	-13.53172963
573	-13.5594281
574	-13.52105937
575	-13.55478591
576	-13.58658015
577	-13.61697563
578	-13.65205614
579	-13.67875316
580	-13.71704839
581	-13.73052927
582	-13.75626469
583	-13.78948421
584	-13.81222142
585	-13.79842903
586	-13.83172238
587	-13.85088676
588	-13.86687296
589	-13.89714253
590	-13.91961193
591	-13.91979746
592	-13.79684448
593	-13.86064375
594	-13.90850857
595	-13.94347851
596	-13.98220155
597	-14.01785713
598	-14.05128452
599	-13.96370675
600	-14.01418969
601	-14.05760178
602	-14.09613255
603	-14.12887881
604	-14.15910921
605	-14.17464631
606	-14.20389406
607	-14.22444864
608	-14.24799216
609	-14.27790313
610	-14.29911693
611	-14.32065303
612	-14.34905188
613	-14.38767769
614	-14.41390508
615	-14.43367892
616	-14.4613977
617	-14.45444608
618	-14.48451902
619	-14.5044419
620	-14.53464573
621	-14.52775038
622	-14.55922496
623	-14.59111139
624	-14.61965469
625	-14.64515666
626	-14.67315055
627	-14.67646911
628	-14.70621018
629	-14.74532451
630	-14.76214414
631	-14.76983374
632	-14.79654532
633	-14.82620026
634	-14.84247922
635	-14.86494756
636	-14.88798582
637	-14.92370084
638	-14.93734885
639	-14.96006883
640	-14.99536354
641	-15.01530355
642	-15.04316484
643	-15.06812202
644	-15.0930208
645	-15.12203494
646	-15.1359378
647	-15.15574334
648	-14.94180805
649	-15.03085014
650	-15.10039889
651	-15.15662516
652	-15.20376561
653	-15.24471079
654	-15.28142261
655	-15.31522953
656	-15.34703244
657	-15.37674001
658	-15.40134738
659	-15.42028512
660	-15.41070664
661	-15.44025905
662	-15.46962999
663	-15.46359771
664	-15.4991788
665	-15.55051141
666	-15.57995173
667	-15.24081138
668	-15.32542256
669	-15.39264451
670	-15.44782222
671	-15.49460633
672	-15.53549347
673	-15.55470379
674	-15.58480837
675	-15.61609378
676	-15.65499037
677	-15.69001611
678	-15.70870247
679	-15.72702439
680	-15.75857025
681	-15.77531553
682	-15.7880143
683	-15.81327055
684	-15.5324084
685	-15.63468793
686	-15.71355339
687	-15.77634885
688	-15.82813098
689	-15.87236339
690	-15.91140739
691	-15.94686892
692	-15.97984154
693	-16.01107357
694	-15.92940713
695	-15.97954716
696	-16.02270227
697	-16.06012917
698	-16.08816892
699	-16.11094347
700	-16.14832157
701	-16.17562178
702	-16.18711869
703	-16.22301561
704	-16.22962166
705	-16.27150107
706	-16.30161465
707	-16.31892654
708	-16.3439261
709	-16.37012427
710	-16.39740891
711	-16.4349061
712	-16.46209821
713	-16.49905849
714	-16.49990132
715	-16.46191381
716	-16.4959753
717	-16.5292687
718	-16.56224492
719	-16.59873191
720	-16.62442528
721	-16.64617821
722	-16.65276699
723	-16.65690929
724	-16.68732744
725	-16.71669461
726	-16.7452636
727	-16.77322871
728	-16.80074046
729	-16.82791626
730	-16.83970981
731	-16.8664863
732	-16.89670833
733	-16.92307119
734	-16.95173097
735	-16.99322152
736	-16.99672609
737	-17.01398793
738	-17.02496244
739	-17.02467643
740	-17.06802209
741	-17.09997666
742	-17.12339157
743	-17.1482906
744	-17.17197073
745	-17.1886516
746	-17.221177
747	-17.25069139
748	-17.26480078
749	-17.28746141
750	-17.31386815
751	-17.34051336
752	-17.3657346
753	-17.3882499
754	-17.41459763
755	-17.44079798
756	-17.47175837
757	-17.49349659
758	-17.30240725
759	-17.37735309
760	-17.43712579
761	-17.48655778
762	-17.5289514
763	-17.56654991
764	-17.60087138
765	-17.63294301
766	-17.66346241
767	-17.70667176
768	-17.76231414
769	-17.79056535
770	-17.81527956
771	-17.84370562
772	-17.86728823
773	-17.90135697
774	-17.90826928
775	-17.93087322
776	-17.95570142
777	-17.9909942
778	-18.02730357
779	-18.05310296
780	-18.05945152
781	-18.05761785
782	-18.0785609
783	-18.10374927
784	-18.12868435
785	-18.15284751
786	-18.17642352
787	-18.19650344
788	-18.23311847
789	-18.21807903
790	-18.25385834
791	-18.2784326
792	-18.22177538
793	-18.26355246
794	-18.30072079
795	-18.3346936
796	-18.36643633
797	-18.39661289
798	-18.42568423
799	-17.75092645
800	-17.95719431
801	-18.10705123
802	-18.21828463
803	-18.30315456
804	-18.36918
805	-18.42387099
806	-18.45751544
807	-18.47648541
808	-18.51396984
809	-18.54134972
810	-18.56222566
811	-18.57633638
812	-18.60186105
813	-18.63234616
814	-18.63051605
815	-18.66118271
816	-18.6896587
817	-18.71231122
818	-18.71926988
819	-18.71224253
820	-18.74168908
821	-18.77019631
822	-18.79799453
823	-18.66174004
824	-18.72417538
825	-18.77539178
826	-18.81895679
827	-18.85729915
828	-18.89206569
829	-18.9119185
830	-18.94288671
831	-18.97255217
832	-18.99023423
833	-18.99427342
834	-19.01054394
835	-19.03864692
836	-19.06755785
837	-19.07388127
838	-19.10385496
839	-19.11658386
840	-19.09710774
841	-19.12467123
842	-19.15399313
843	-19.18225168
844	-19.21415023
845	-19.24296545
846	-19.28437722
847	-19.29093292
848	-19.30265115
849	-19.32164258
850	-19.35010849
851	-19.38071399
852	-19.41032072
853	-19.44432546
854	-19.4793786
855	-19.49812346
856	-19.5360398
857	-19.56454782
858	-19.59261778
859	-19.60942106
860	-19.63207461
861	-19.65517574
862	-19.68602802
863	-19.71594697
864	-19.74673792
865	-19.77619528
866	-19.80511261
867	-19.8319867
868	-19.85857169
869	-19.88091034
870	-19.89477506
871	-19.92304395
872	-19.91141383
873	-19.94033281
874	-19.97286126
875	-20.00122034
876	-20.02822727
877	-20.05301673
878	-20.08051567
879	-20.11495341
880	-20.12300977
881	-20.1481669
882	-20.17613181
883	-20.20362373
884	-20.20327143
885	-20.17308035
886	-20.2058461
887	-20.23778479
888	-20.26661286
889	-20.2847976
890	-20.31410508
891	-20.34645516
892	-20.36396019
893	-20.38043739
894	-20.39695037
895	-20.42554676
896	-20.450982
897	-20.48491502
898	-20.48251738
899	-20.45565417
900	-20.49472315
901	-20.52293369
902	-20.5484227
903	-20.55254376
904	-20.58116219
905	-19.91418386
906	-20.10680662
907	-19.78462558
908	-19.99724763
909	-20.15245401
910	-20.26835671
911	-20.35735713
912	-20.20021191
913	-20.17651773
914	-20.30185716
915	-20.3994628
916	-19.98261839
917	-20.09993064
918	-20.23702286
919	-20.34051491
920	-20.43320813
921	-20.49204944
922	-20.54959541
923	-20.55876279
924	-20.60661794
925	-20.64661131
926	-20.68325872
927	-20.73069065
928	-20.76552327
929	-20.80386136
930	-20.83762946
931	-20.86482042
932	-20.89260815
933	-20.91717923
934	-20.37632575
935	-20.54673769
936	-20.67477284
937	-20.76248738
938	-20.84102997
939	-20.90329261
940	-20.94286024
941	-20.98706352
942	-21.02592547
943	-21.05391512
944	-21.08701648
945	-21.11824624
946	-21.15123432
947	-21.17711164
948	-21.20529891
949	-21.25479641
950	-21.2976007
951	-21.32318269
952	-21.32649789
953	-21.35957373
954	-21.39204966
955	-21.42503223
956	-17.23589593
957	-18.5393896
958	-19.36273998
959	-20.01602553
960	-20.45337528
961	-20.76194673
962	-20.99652844
963	-21.1553813
964	-21.27310598
965	-21.36031251
966	-21.42858423
967	-21.48866395
968	-21.53982824
969	-21.58392802
970	-21.62316902
971	-21.65905182
972	-21.6925972
973	-21.72943936
974	-21.78194295
975	-21.76254754
976	-21.79897813
977	-21.8328435
978	-21.86490645
979	-21.91056238
980	-21.89359176
981	-21.93183309
982	-21.95173537
983	-21.98244343
984	-21.99890575
985	-22.00395029
986	-22.02802167
987	-22.03568258
988	-22.0612468
989	-22.08765516
990	-22.13027843
991	-22.15909225
992	-22.18574199
993	-22.21420217
994	-22.21754936
995	-22.18075644
996	-22.21873903
997	-22.25339986
998	-22.28571773
999	-22.31637552
1000	-21.16263925
1001	-21.53325431
1002	-21.79686702
1003	-21.98655067
1004	-22.12523196
1005	-22.22882272
1006	-22.30834683
1007	-22.37143033
1008	-22.42331285
1009	-22.46758405
1010	-22.50668186
1011	-22.54225019
1012	-22.57540354
1013	-22.60780568
1014	-22.62350621
1015	-22.64911361
1016	-22.68306003
1017	-22.71508421
1018	-22.74568745
1019	-22.77760077
1020	-22.80911802
1021	-22.83631395
1022	-22.86684488
1023	-22.9012232
1024	-22.87534323
1025	-22.90578468
1026	-22.93510772
1027	-22.95416853
1028	-22.98250724
1029	-22.99713673
1030	-22.85583483
1031	-22.91141875
1032	-22.95557335
1033	-22.99299988
1034	-23.03049426
1035	-23.0649747
1036	-23.09731112
1037	-23.12185565
1038	-23.15163052
1039	-23.13135079
1040	-23.16471859
1041	-23.19626543
1042	-23.22162713
1043	-23.24750202
1044	-23.26894126
1045	-23.29696242
1046	-23.33463198
1047	-23.37565755
1048	-23.40978245
1049	-23.43535135
1050	-23.47570564
1051	-23.48118251
1052	-23.51088959
1053	-23.54319213
1054	-23.57103764
1055	-23.38343684
1056	-23.46018499
1057	-23.52136707
1058	-23.57191949
1059	-23.61523681
1060	-23.65100952
1061	-23.68372699
1062	-23.71653199
1063	-23.73851211
1064	-23.73498787
1065	-23.74553655
1066	-23.7737656
1067	-23.81225951
1068	-23.82598446
1069	-23.84535023
1070	-23.86484348
1071	-23.88382309
1072	-23.91311902
1073	-23.94162321
1074	-23.93980909
1075	-23.97015967
1076	-23.99943604
1077	-24.03360695
1078	-24.06818803
1079	-24.09005023
1080	-24.11864729
1081	-24.14531455
1082	-24.17374748
1083	-24.17706154
1084	-24.20358217
1085	-24.2296225
1086	-24.25628488
1087	-24.28419032
1088	-24.31003595
1089	-24.33450543
1090	-24.35352102
1091	-24.37626236
1092	-24.39892062
1093	-24.40338246
1094	-24.42128211
1095	-24.42835962
1096	-24.4496854
1097	-24.47807005
1098	-24.49458981
1099	-24.52253707
1100	-24.56867672
1101	-24.60221793
1102	-24.63000004
1103	-24.63747648
1104	-24.63965164
1105	-24.66305648
1106	-24.69772163
1107	-24.72004899
1108	-24.75872974
1109	-24.79397817
1110	-24.83504349
1111	-24.86045704
1112	-24.86071495
1113	-24.55351902
1114	-24.5494931
1115	-19.66268898
1116	-21.17765821
1117	-22.2302804
1118	-22.96375299
1119	-23.4771677
1120	-23.83920551
1121	-24.09727026
1122	-24.28399736
1123	-24.42186262
1124	-24.52652283
1125	-24.60778815
1126	-24.67325593
1127	-24.72775814
1128	-24.77459352
1129	-24.77523054
1130	-24.81393943
1131	-24.86250982
1132	-24.89406212
1133	-24.92681434
1134	-24.95275915
1135	-24.98727581
1136	-25.01848345
1137	-25.07186574
1138	-25.10675384
1139	-25.1294034
1140	-25.15817775
1141	-25.1730509
1142	-25.17850145
1143	-25.19902865
1144	-25.22709445
1145	-25.25169788
1146	-25.28053222
1147	-25.30343193
1148	-25.34102191
1149	-25.36592925
1150	-25.36953264
1151	-25.39674019
1152	-25.42517254
1153	-25.47133737
1154	-25.49251552
1155	-25.52331347
1156	-25.55898129
1157	-25.58825094
1158	-25.6163349
1159	-25.60449054
1160	-25.63925
1161	-25.67050464
1162	-25.70205103
1163	-25.7261533
1164	-25.48128143
1165	-25.57443702
1166	-25.64680802
1167	-25.70149985
1168	-25.73498794
1169	-25.78265619
1170	-25.81879228
1171	-25.84899835
1172	-25.88196623
1173	-25.91072154
1174	-25.90770835
1175	-25.9493191
1176	-25.96786651
1177	-26.00123436
1178	-26.02660778
1179	-26.04736205
1180	-26.08125634
1181	-26.11855282
1182	-26.13711339
1183	-26.14946967
1184	-26.17769544
1185	-26.23141081
1186	-26.2419041
1187	-26.28335439
1188	-26.30176082
1189	-26.11886838
1190	-26.19765112
1191	-26.26079083
1192	-26.3131239
1193	-26.35792858
1194	-26.39753483
1195	-26.43359051
1196	-26.46713421
1197	-26.49795262
1198	-26.52839385
1199	-26.55800275
